freq, val
0.25,8.185768144340454
0.5,10.321056062118192
0.75,8.60486347476826
1.0,9.679065381321713
1.25,9.453907577428225
1.5,8.386023081773278
1.75,12.217665850926112
2.0,12.794593905592249
2.25,15.561884748277988
2.5,16.05656453049004
2.75,12.763183918831304
3.0,12.83225703459578
3.25,12.287005114731866
3.5,11.657670504059707
3.75,12.926682260716277
4.0,13.323964135948394
4.25,11.166958798706068
4.5,10.76632128404789
4.75,10.593025083988227
5.0,5.363064391696422
5.25,5.953400967367648
5.5,9.7949463913641
5.75,8.055347206437977
6.0,8.3851650447875
6.25,7.874437646544893
6.5,9.918258516335527
6.75,3.1769657463078675
7.0,3.8624212081324254
7.25,5.976074730622577
7.5,3.9778263806528513
7.75,11.69695211822283
