freq, val
0.25,-5.319524901588676
0.5,-1.2083357244550184
0.75,3.390585694490244
1.0,2.45148076925139
1.25,4.088323563531053
1.5,2.9200136373421985
1.75,3.3462435250462437
2.0,5.474569728497415
2.25,2.9527065763455833
2.5,4.1820512878685605
2.75,2.079622364930341
3.0,7.509071945795238
3.25,5.95003631665731
3.5,5.1354916578063285
3.75,5.341410911159241
4.0,3.267409708144955
4.25,5.142018686560014
4.5,3.9669157041199
4.75,4.7715371998289475
5.0,0.6119498815968012
5.25,0.5709679304751785
5.5,1.9668321837207934
5.75,1.8066326868407274
6.0,3.019282185127003
6.25,4.932412654959893
6.5,4.226501904012068
6.75,3.149638386698313
7.0,3.0301186258285604
7.25,4.085690926258993
7.5,5.4574735257997675
7.75,1.9638063597268123
